Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Theatre,1,2,1,0.338676094,0.25879403650760646,0.7837322159111499,0.5249381794035435,"I wanted to get your thoughts on a topic concerning the show.

Theatre to get your thoughts on a topic concerning the show.

Theatre to get your thoughts on a topic concerning the show."
Theatre,2,2,16,0.431267786,0.31579238303005697,0.8407305624336004,0.5249381794035435,"I was writing down my thoughts earlier today and noted that I am a theatre geek. I love the theatre, but it's not the only thing that makes me happy. I also love to cook, travel and have a great time with friends.

I've been reading about the benefits of exercise for"
Town,1,2,3,0.062853192,0.044129172563552865,0.7342147168517112,0.6900855442881584,"Maybe now we would be able to take some time to talk about the future of the game. We have a lot of ideas and we are looking forward to sharing them with you in the coming months.

Thank you for your continued support and patience,

The Star Citizen Team"
Town,2,2,0,0.377468583,0.23386610001325614,0.9239516443014145,0.6900855442881584,"I was listening to someone speak recently and they stated that they are not going to be able to do it. They said that the town is too small and there are too many people in it. I told them that I would like them to come down here, see the place, talk with us, and"
University,1,2,2,0.155630704,0.1181387584656477,0.7177469614893198,0.5996082030236721,"I took note of a passing comment earlier today stating that the University's Office of Student Conduct will be conducting an investigation into the matter.

""The University takes all allegations of sexual misconduct seriously and is committed to providing a safe and supportive environment for all students,"" said President Robert J. Jones in a"
University,2,2,13,0.438589205,0.29376697152853015,0.8933751745522023,0.5996082030236721,"I often find myself stopping what I am doing to wonder if they are actually good for the country.  I have been a student of politics for over 30 years and I can say that there is no such thing as a good university.  The universities in India are not just bad, they are very"
Video Game,1,2,0,0.543842534,0.38990967715159064,0.8923503709770739,0.5024406938254833,"Let us take a brief moment right now to openly discuss about the importance of your character's gender.

It's not just that you're making a game, it's that you're making a game for people who are interested in games. If you don't talk about your characters' gender, then they"
Video Game,2,2,2,0.614312285,0.42855819776654247,0.9309988915920258,0.5024406938254833,"I was going through some notes and there I found a thought about the game  that I could not explain to anyone else.
It is something that you cannot explain to anyone else. It is something that you cannot even describe to yourself.
I have been playing video games since I was a kid, but"
Village,1,2,1,0.203701481,0.13890225410461432,0.8027058976888657,0.6638036435842514,"A brief remark caught my attention earlier today, noting that the ""real"" reason for the attack on the US consulate in Benghazi was not because of a protest against an anti-Muslim video, but rather because it was a CIA operation.

The real reason for the attack on our consulate in Benghazi is"
Village,2,2,4,0.397073956,0.251460927,0.9152645702660084,0.6638036435842514,"Let us take a brief moment right now to openly discuss about the village.

The village is the place where we live and work. It is where we learn, grow and make our living. It is also where we are exposed to new ideas, people and cultures. We need to be open minded about"
Voice Actor,1,2,1,0.178374975,0.13364710718393324,0.7341592651605606,0.6005121579766274,"I was sitting in total silence earlier today and started thinking about the future.

""The future is here, it's just not as we thought.""

""We are all going to die."""
Voice Actor,2,2,14,0.485906764,0.31955393522977826,0.9200660932064056,0.6005121579766274,"A brief remark caught my attention earlier today, noting that they are not the only ones.

""I think it's a good thing to have a lot of different voices in the industry,"" he said. ""It's great for the industry and it's great for us as actors.""

He"
Volcano,1,2,4,0.228414995,0.18723435834050173,0.7035880117118358,0.5163536533713341,"I was participating in a group chat and someone asked if he had any plans for the weekend. ""I'm going to go to the beach,"" he replied.

""Oh, I'm sorry,"" said another user. ""That's not what I meant.""

""Well, that's not"
Volcano,2,2,0,0.445935467,0.32777700126171105,0.8441306546330452,0.5163536533713341,"It is quite fascinating when you take the time that to realize that we are living in a world of volcanoes, we have to look at them.

We have to look at the fact that there are no more ice caps, and the fact that there are no more glaciers. We have to look at"
Winery,1,2,0,0.324759095,0.25178306132555006,0.7708100034296512,0.5190269421041012,"While I was waiting in line, it occurred to me that I could have my own wine.

I had no idea what to do with the grapes. They were not ripe enough for a wine, but they were sweet enough for me. I took them home and put them in a glass jar. It"
Winery,2,2,16,0.577731683,0.40136463183909654,0.9203915739431977,0.5190269421041012,"I overheard a passing conversation between two strangers earlier today about the wines they were drinking. I was just trying to be funny and not offend anyone.

""I'm sorry if you were offended by my joke, but I don't think it's funny."""
Wrestling,1,2,4,0.515194072,0.4069788400456309,0.8364388769492507,0.4294600369036198,"It might not seem obvious at first, but it is true that the more you practice, the better you get.

If you are a beginner, I recommend starting with one of my free videos on how to make your own wrestling moves.

The best way to learn is by doing. So start practicing"
